URL,X-Frame-Options,CSP frame-ancestors
https://sales-crm.dev.ispinnyworks.in/,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/loan-app,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/login,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/clientaccesspolicy.xml,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/crossdomain.xml,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/build/,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/build/assets/,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/build/favicons/,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/build/images/,Missing,Missing
https://sales-crm.dev.ispinnyworks.in/robots.txt,Missing,Missing
